SubCard Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
Save Time: 2025-05-15 12:23:16 User Name: tempuno,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total records: 3410,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE Name,NE Type (MPU Type),Subboard Full Name,Subboard Name,Subboard Type,Subrack ID,Slot Number,Subslot Number,Hardware Version,Software Version,SN(Bar Code),Subboard Status,SubCard Alias,Description,Remarks,PN(BOM Code),Manufactured On,Model,Rev (Issue Number),Custom Label,resId,nativeId,,Masterplan Assigned,Boq. Ph.,Actual Site name,Match,Region
C1_SS_SNO_NE08_1,NE08E-S6,NED2EM8T 0/5,,NEDD00EM8T01,1,7,5,NED2EM8T REV C,,210305645810L6000105,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,b8037f3a-b7d7-11ea-a230-ac8d34d0c492,"NE=3145748,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.ไทรน้อย,Ph#4,สฟฟ.ไทรน้อย,Match,C1
C2_SS_PHA_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000106,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,ba56977a-b7d7-11ea-a230-ac8d34d0c492,"NE=3145856,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.พนมสารคาม,Not Match,C2
C2_SS_PHA_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV E,--,210305645210L4000232,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2020-04-03,,0305645200,,ba56977b-b7d7-11ea-a230-ac8d34d0c492,"NE=3145856,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.พนมสารคาม,Ph#2,สฟฟ.พนมสารคาม,Match,C2
C2_SS_PHA_NE08_1,NE08E-S6,NED2EM8T 0/5,,NEDD00EM8T01,1,7,5,NED2EM8T REV C,,210305645810L6000178,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,ba56977c-b7d7-11ea-a230-ac8d34d0c492,"NE=3145856,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.พนมสารคาม,Ph#4,สฟฟ.พนมสารคาม,Match,C2
C1_SS_NSI_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000091,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,bc1d7535-b7d7-11ea-a230-ac8d34d0c492,"NE=3145812,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.นนทรี,Not Match,C1
C1_SS_NSI_NE08_1,NE08E-S6,NED2EX2S 0/1,,NEDD000EX2S0,1,7,1,NED2EX2S REV D,--,210305645310H6000068,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,bc1d7536-b7d7-11ea-a230-ac8d34d0c492,"NE=3145812,FR=1,S=7,CP=-1,SS=1,SC=-1",,0,Ph#1,สฟฟ.นนทรี,Not Match,C1
C1_SS_NSI_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000229,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,bc1d7537-b7d7-11ea-a230-ac8d34d0c492,"NE=3145812,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.นนทรี,Not Match,C1
C3_SS_OYL_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000096,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,bd0e3d5e-b7d7-11ea-a230-ac8d34d0c492,"NE=3145907,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.อ้อมใหญ่ 3,Not Match,C3
C3_SS_OYL_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000242,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,bd0e3d5f-b7d7-11ea-a230-ac8d34d0c492,"NE=3145907,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.อ้อมใหญ่ 3,Not Match,C3
C3_SS_OYL_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000234,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,bd0e3d60-b7d7-11ea-a230-ac8d34d0c492,"NE=3145907,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,สฟฟ.อ้อมใหญ่ 3,Not Match,C3
C2_SS_RAB_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000073,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,be316122-b7d7-11ea-a230-ac8d34d0c492,"NE=3145889,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.ระยอง 2,Not Match,C2
C2_SS_RAB_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000393,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,be316123-b7d7-11ea-a230-ac8d34d0c492,"NE=3145889,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.ระยอง 2,Not Match,C2
C2_SS_RAB_NE08_1,NE08E-S6,NED2EM8T 0/5,,NEDD00EM8T01,1,7,5,NED2EM8T REV C,,210305645810L6000168,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,be316124-b7d7-11ea-a230-ac8d34d0c492,"NE=3145889,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.ระยอง 2,Ph#4,สฟฟ.ระยอง 2,Match,C2
C3_EO_NPM_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000038,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,c3ba4ed6-b7d7-11ea-a230-ac8d34d0c492,"NE=3145788,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,กฟจ.นครปฐม,Not Match,C3
C3_EO_NPM_NE08_1,NE08E-S6,NED3ML1A 0/4,,NEDD16E17502,1,7,4,NED3ML1A REV C,--,210305646110H6000009,Normal,,"NE08E-S6,NED3ML1A0,16 Channels E1 Interface Board(75ohm)",,03056461,2017-06-20,,0305646100,,c3ba4ed7-b7d7-11ea-a230-ac8d34d0c492,"NE=3145788,FR=1,S=7,CP=-1,SS=4,SC=-1",,0,Ph#1,กฟจ.นครปฐม,Not Match,C3
C3_EO_NPM_NE08_1,NE08E-S6,NED2EX2S 0/1,,NEDD000EX2S0,1,7,1,NED2EX2S REV D,--,210305645310H6000105,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,c3ba4ed8-b7d7-11ea-a230-ac8d34d0c492,"NE=3145788,FR=1,S=7,CP=-1,SS=1,SC=-1",,0,Ph#1,กฟจ.นครปฐม,Not Match,C3
C3_EO_NPM_NE08_1,NE08E-S6,NED2EX2S 0/2,,NEDD000EX2S0,1,7,2,NED2EX2S REV D,--,210305645310H6000104,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,c3ba4ed9-b7d7-11ea-a230-ac8d34d0c492,"NE=3145788,FR=1,S=7,CP=-1,SS=2,SC=-1",,0,Ph#1,กฟจ.นครปฐม,Not Match,C3
C1_SS_BKA_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000051,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,c710f3b4-b7d7-11ea-a230-ac8d34d0c492,"NE=3145735,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.บางขันธ์ 1,Not Match,C1
C1_SS_BKA_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000185,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,c710f3b5-b7d7-11ea-a230-ac8d34d0c492,"NE=3145735,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.บางขันธ์ 1,Not Match,C1
C1_SS_BKA_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000177,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,c710f3b6-b7d7-11ea-a230-ac8d34d0c492,"NE=3145735,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,สฟฟ.บางขันธ์ 1,Not Match,C1
C2_EO_BAB_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000169,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,c8fb5f73-b7d7-11ea-a230-ac8d34d0c492,"NE=3145940,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,กฟอ.บ้านบึง,Not Match,C2
C2_EO_BAB_NE08_1,NE08E-S6,NED3ML1A 0/4,,NEDD16E17502,1,7,4,NED3ML1A REV C,--,210305646110H6000026,Normal,,"NE08E-S6,NED3ML1A0,16 Channels E1 Interface Board(75ohm)",,03056461,2017-06-20,,0305646100,,c8fb5f74-b7d7-11ea-a230-ac8d34d0c492,"NE=3145940,FR=1,S=7,CP=-1,SS=4,SC=-1",,0,Ph#1,กฟอ.บ้านบึง,Not Match,C2
C2_EO_BAB_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000423,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,c8fb5f75-b7d7-11ea-a230-ac8d34d0c492,"NE=3145940,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,กฟอ.บ้านบึง,Not Match,C2
C2_EO_BAB_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000424,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,c8fb5f76-b7d7-11ea-a230-ac8d34d0c492,"NE=3145940,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,กฟอ.บ้านบึง,Not Match,C2
C1_ADDC_EO_AYY_NE8K_3,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,4,CR81L2XFC0 REV B,,033JUD10M6000037,Normal,,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2021-06-25,,03033JUD00,,c934bea6-b7d7-11ea-a230-ac8d34d0c492,"NE=3145830,FR=1,S=7,CP=-1,SS=4,SC=-1",,ศจฟ. กฟก.1 (อยุธยา) B,Ph#5,ศจฟ.กฟก.1,Not Match,C1
C1_ADDC_EO_AYY_NE8K_3,NetEngine 8000 M6,CR81E8GEB0,,ETH_8xGE,1,7,1,CR81E8GEB0 REV C,,033NRL10L8000047,Normal,,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03033NRL,2020-08-02,,03033NRL00,,c934bea7-b7d7-11ea-a230-ac8d34d0c492,"NE=3145830,FR=1,S=7,CP=-1,SS=1,SC=-1",,กฟก.1,Ph#4,ศจฟ.กฟก.1,Not Match,C1
C1_ADDC_EO_AYY_NE8K_3,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10L6000013,Normal,,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,,03033JUD00,,c934bea8-b7d7-11ea-a230-ac8d34d0c492,"NE=3145830,FR=1,S=7,CP=-1,SS=3,SC=-1",,กฟก.1,Ph#4,ศจฟ.กฟก.1,Not Match,C1
C2_SS_TMM_NE8K_1,NetEngine 8000 M6,CR81L4XFJ0 0/6,,ETH_4x10GE,1,7,6,CR81L4XFJ0 REV D,,034PJX10P5100070,Normal,NA,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03034PJX,2023-05-25,NULL,03034PJX00,,cee1d6a1-b7d7-11ea-a230-ac8d34d0c492,"NE=3145894,FR=1,S=7,CP=-1,SS=6,SC=-1",,สฟฟ.ท่าใหม่,Ph#7,สฟฟ.ท่าใหม่,Match,C2
C2_SS_TMM_NE8K_1,NetEngine 8000 M6,CR81E8GEA1 0/1,,ETH_8xGE,1,7,1,CR81E8GEA1 REV B,,034BAT10N6100079,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034BAT,2022-06-19,NULL,03034BAT00,,cee1d6a2-b7d7-11ea-a230-ac8d34d0c492,"NE=3145894,FR=1,S=7,CP=-1,SS=1,SC=-1",,สฟฟ.ท่าใหม่,Ph#6,สฟฟ.ท่าใหม่,Match,C2
C2_SS_TMM_NE8K_1,NetEngine 8000 M6,CR81L2XFC0 0/3,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10N6100010,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2022-06-19,NULL,03033JUD00,,cee1d6a3-b7d7-11ea-a230-ac8d34d0c492,"NE=3145894,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.ท่าใหม่,Ph#6,สฟฟ.ท่าใหม่,Match,C2
C1_SS_BPH_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,,210305645810H6000109,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,d019ba04-b7d7-11ea-a230-ac8d34d0c492,"NE=3145817,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.บางพระครู,Not Match,C1
C1_SS_BPH_NE08_1,NE08E-S6,NED2EX2S 0/1,,NEDD000EX2S0,1,7,1,NED2EX2S REV D,,210305645310H6000069,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,d019ba05-b7d7-11ea-a230-ac8d34d0c492,"NE=3145817,FR=1,S=7,CP=-1,SS=1,SC=-1",,0,Ph#1,สฟฟ.บางพระครู,Not Match,C1
C1_SS_BPH_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,,210305645210H6000248,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,d019ba06-b7d7-11ea-a230-ac8d34d0c492,"NE=3145817,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.บางพระครู,Not Match,C1
C1_EO_AYY_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000030,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,d0a817c5-b7d7-11ea-a230-ac8d34d0c492,"NE=3145753,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,กฟจ.อยุธยา,Not Match,C1
C1_EO_AYY_NE08_1,NE08E-S6,NED3ML1A 0/4,,NEDD16E17502,1,7,4,NED3ML1A REV C,--,210305646110H6000012,Normal,,"NE08E-S6,NED3ML1A0,16 Channels E1 Interface Board(75ohm)",,03056461,2017-06-20,,0305646100,,d0a817c6-b7d7-11ea-a230-ac8d34d0c492,"NE=3145753,FR=1,S=7,CP=-1,SS=4,SC=-1",,0,Ph#1,กฟจ.อยุธยา,Not Match,C1
C1_EO_AYY_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000331,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,d0a817c7-b7d7-11ea-a230-ac8d34d0c492,"NE=3145753,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,กฟจ.อยุธยา,Not Match,C1
C1_EO_AYY_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000281,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,d0a817c8-b7d7-11ea-a230-ac8d34d0c492,"NE=3145753,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,กฟจ.อยุธยา,Not Match,C1
C1_SS_SKK_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,8,6,NED2EM8T REV C,--,210305645810H6000047,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,d5222dc2-b7d7-11ea-a230-ac8d34d0c492,"NE=3145740,FR=1,S=8,CP=-1,SS=6,SC=-1",,0,Ph#1,กฟส.สามโคก,Not Match,C1
C1_SS_SKK_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,8,3,NED2EX1S REV D,--,210305645210H6000338,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,d5222dc3-b7d7-11ea-a230-ac8d34d0c492,"NE=3145740,FR=1,S=8,CP=-1,SS=3,SC=-1",,0,Ph#1,กฟส.สามโคก,Not Match,C1
C1_SS_SKK_NE08_1,NE08E-S6,NED2EM8T 0/5,,NEDD00EM8T01,1,8,5,NED2EM8T REV C,,210305645810L6000034,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,d5222dc4-b7d7-11ea-a230-ac8d34d0c492,"NE=3145740,FR=1,S=8,CP=-1,SS=5,SC=-1",,สฟฟ.สามโคก,Ph#4,กฟส.สามโคก,Not Match,C1
C2_SS_BWN_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000062,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,d6eb0758-b7d7-11ea-a230-ac8d34d0c492,"NE=3145881,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.บ่อวิน 2,Not Match,C2
C2_SS_BWN_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000204,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,d6eb0759-b7d7-11ea-a230-ac8d34d0c492,"NE=3145881,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.บ่อวิน 2,Not Match,C2
C2_SS_BWN_NE08_1,NE08E-S6,NED2EM8T 0/5,,NEDD00EM8T01,1,7,5,NED2EM8T REV C,,210305645810L6000170,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,d6eb075a-b7d7-11ea-a230-ac8d34d0c492,"NE=3145881,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.บ่อวิน 2,Ph#4,สฟฟ.บ่อวิน 2,Match,C2
C2_SS_BBA_NE08_2,NE08E-S6,NED2EX2S 0/1,,NEDD000EX2S0,1,7,1,NED2EX2S REV D,--,210305645310H6000107,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,d8c78ff1-b7d7-11ea-a230-ac8d34d0c492,"NE=3145863,FR=1,S=7,CP=-1,SS=1,SC=-1",,0,Ph#1,สฟฟ.บ้านบึง 1,Not Match,C2
C2_SS_BBA_NE08_2,NE08E-S6,NED2EX2S 0/2,,NEDD000EX2S0,1,7,2,NED2EX2S REV D,--,210305645310H6000106,Normal,,"NE08E-S6,NED2EX2S0,2 Channels 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056453,2017-06-20,,0305645300,,d8c78ff2-b7d7-11ea-a230-ac8d34d0c492,"NE=3145863,FR=1,S=7,CP=-1,SS=2,SC=-1",,0,Ph#1,สฟฟ.บ้านบึง 1,Not Match,C2
New_C1_SS_TYA_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10L6000014,Normal,,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2020-06-15,,03033JUD00,,daf089dd-b7d7-11ea-a230-ac8d34d0c492,"NE=3145804,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.ธัญบุรี,Ph#4,สฟฟ.ธัญบุรี,Match,C1
New_C1_SS_TYA_NE8K_1,NetEngine 8000 M6,CR81L4XFH0,,ETH_4x10GE,1,7,5,CR81L4XFH0 REV A,,033MPJ10L6000039,Normal,,4-Port 10GE(SFP+)/GE(SFP) MACsec Physical Interface Card(PIC),,03033MPJ,2020-06-15,,03033MPJ00,,daf089de-b7d7-11ea-a230-ac8d34d0c492,"NE=3145804,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.ธัญบุรี,Ph#4,สฟฟ.ธัญบุรี,Match,C1
C2_SS_LCA_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000060,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,dda28a94-b7d7-11ea-a230-ac8d34d0c492,"NE=3145927,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,สฟฟ.แหลมฉบัง 1,Not Match,C2
C2_SS_LCA_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000202,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,dda28a95-b7d7-11ea-a230-ac8d34d0c492,"NE=3145927,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,สฟฟ.แหลมฉบัง 1,Not Match,C2
C2_SS_LCA_NE08_1,NE08E-S6,NED2EM8T 0/5,,NEDD00EM8T01,1,7,5,NED2EM8T REV C,,210305645810L6000189,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2020-06-15,,0305645800,,dda28a96-b7d7-11ea-a230-ac8d34d0c492,"NE=3145927,FR=1,S=7,CP=-1,SS=5,SC=-1",,สฟฟ.แหลมฉบัง 1,Ph#4,สฟฟ.แหลมฉบัง 1,Match,C2
C2_SS_BBA_NE8K_1,NetEngine 8000 M6,CR81E8GEA1,,ETH_8xGE,1,7,1,CR81E8GEA1 REV B,,034BAT10N6100080,Normal,NA,8-Port 100/1000Base-RJ45 Physical Interface Card(PIC),,03034BAT,2022-06-19,NULL,03034BAT00,,e1c30f90-b7d7-11ea-a230-ac8d34d0c492,"NE=3145850,FR=1,S=7,CP=-1,SS=1,SC=-1",,สฟฟ.บ้านบึง 1,Ph#6,สฟฟ.บ้านบึง 1,Match,C2
C2_SS_BBA_NE8K_1,NetEngine 8000 M6,CR81L2XFC0,,ETH_2x10GE,1,7,3,CR81L2XFC0 REV B,,033JUD10N6100007,Normal,NA,2-port 10GE(SFP+)/GE(SFP) Physical Interface Card(PIC),,03033JUD,2022-06-19,NULL,03033JUD00,,e1c30f91-b7d7-11ea-a230-ac8d34d0c492,"NE=3145850,FR=1,S=7,CP=-1,SS=3,SC=-1",,สฟฟ.บ้านบึง 1,Ph#6,สฟฟ.บ้านบึง 1,Match,C2
C3_EO_SAP_NE08_1,NE08E-S6,NED2EM8T 0/6,,NEDD00EM8T01,1,7,6,NED2EM8T REV C,--,210305645810H6000172,Normal,,"NE08E-S6,NED2EM8T0,8 Channels GE/FE Electrical Interface Board",,03056458,2017-06-20,,0305645800,,e219936c-b7d7-11ea-a230-ac8d34d0c492,"NE=3145901,FR=1,S=7,CP=-1,SS=6,SC=-1",,0,Ph#1,กฟอ.สามพราน,Not Match,C3
C3_EO_SAP_NE08_1,NE08E-S6,NED3ML1A 0/4,,NEDD16E17502,1,7,4,NED3ML1A REV C,--,210305646110H6000023,Normal,,"NE08E-S6,NED3ML1A0,16 Channels E1 Interface Board(75ohm)",,03056461,2017-06-20,,0305646100,,e219936d-b7d7-11ea-a230-ac8d34d0c492,"NE=3145901,FR=1,S=7,CP=-1,SS=4,SC=-1",,0,Ph#1,กฟอ.สามพราน,Not Match,C3
C3_EO_SAP_NE08_1,NE08E-S6,NED2EX1S 0/3,,NEDD000EX1S0,1,7,3,NED2EX1S REV D,--,210305645210H6000291,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,e219936e-b7d7-11ea-a230-ac8d34d0c492,"NE=3145901,FR=1,S=7,CP=-1,SS=3,SC=-1",,0,Ph#1,กฟอ.สามพราน,Not Match,C3
C3_EO_SAP_NE08_1,NE08E-S6,NED2EX1S 0/5,,NEDD000EX1S0,1,7,5,NED2EX1S REV D,--,210305645210H6000429,Normal,,"NE08E-S6,NED2EX1S0,1 Channel 10GE Base LAN/WAN SFP+ Optical Interface Board",,03056452,2017-06-20,,0305645200,,e219936f-b7d7-11ea-a230-ac8d34d0c492,"NE=3145901,FR=1,S=7,CP=-1,SS=5,SC=-1",,0,Ph#1,กฟอ.สามพราน,Not Match,C3
